user_id,total_spend,purchase_freq,fans_num,follow_num,age,gender,user_level,register_days,label,social_activity,cluster,cluster_name
U00017385,1312.07,50,0,14,19,1,4,729,1.0,14,0,群体A
U00017386,706.12,2,0,4,21,1,3,137,0.0,4,1,群体B
U00017387,5842.76,5,2,18,26,0,5,460,1.0,20,1,群体B
U00017388,6834.89,20,0,53,32,1,7,492,0.0,53,3,群体D
U00017389,1297.32,1,1,13,30,1,4,558,0.0,14,1,群体B
U00017390,9152.66,10,0,11,31,0,3,717,0.0,11,3,群体D
U00017391,1918.53,1,0,18,18,1,4,899,0.0,18,1,群体B
U00017392,4395.54,7,0,22,22,0,4,1534,0.0,22,1,群体B
U00017393,3595.82,5,0,8,27,1,1,441,0.0,8,1,群体B
U00017394,15184.78,10,2,41,42,0,3,591,1.0,43,3,群体D
U00017395,1036.93,19,0,15,51,1,5,601,0.0,15,1,群体B
U00017396,3463.91,3,2,10,22,0,1,499,0.0,12,1,群体B
U00017397,535.34,42,0,46,18,1,4,350,0.0,46,0,群体A
U00017398,435.73,16,0,35,18,0,3,554,0.0,35,1,群体B
U00017399,1833.37,3,0,27,19,0,1,1237,0.0,27,1,群体B
U00017400,4063.19,9,0,4,36,0,4,305,0.0,4,1,群体B
U00017401,1564.69,23,0,11,32,0,4,21,0.0,11,0,群体A
U00017402,5425.51,12,0,44,18,1,3,893,1.0,44,1,群体B
U00017403,1541.51,11,5,13,18,0,5,249,1.0,18,1,群体B
U00017404,791.46,12,0,7,34,0,3,882,0.0,7,1,群体B
U00017405,1112.89,8,1,4,43,0,3,514,1.0,5,1,群体B
U00017406,649.34,16,0,28,35,0,3,475,1.0,28,1,群体B
U00017407,1473.82,5,0,3,20,1,1,845,1.0,3,1,群体B
U00017408,1303.57,3,5,8,20,0,6,116,0.0,13,1,群体B
U00017409,2582.81,11,0,62,29,0,5,926,1.0,62,2,群体C
U00017410,1841.68,6,0,9,33,0,6,578,0.0,9,1,群体B
U00017411,1803.35,5,0,8,31,1,5,615,0.0,8,1,群体B
U00017412,379.26,3,0,4,18,1,3,654,1.0,4,1,群体B
U00017413,733.65,19,0,26,28,0,4,336,1.0,26,1,群体B
U00017414,1471.54,3,0,32,30,1,1,857,1.0,32,1,群体B
U00017415,9786.62,10,2,2,32,1,1,1118,1.0,4,3,群体D
U00017416,853.66,13,0,13,25,1,3,177,1.0,13,1,群体B
U00017417,7074.95,20,0,20,43,0,4,581,1.0,20,3,群体D
U00017418,1558.36,9,2,49,29,0,3,708,1.0,51,1,群体B
U00017419,5763.1,41,1,56,18,0,4,881,1.0,57,0,群体A
U00017420,759.99,10,0,23,26,1,2,32,0.0,23,1,群体B
U00017421,4490.52,6,4,1,24,0,3,219,0.0,5,1,群体B
U00017422,1153.44,16,4,42,18,0,2,897,1.0,46,1,群体B
U00017423,492.96,19,0,2,18,1,4,608,1.0,2,1,群体B
U00017424,1513.71,7,0,3,38,1,3,552,0.0,3,1,群体B
U00017425,2654.95,20,1,6,23,1,3,355,0.0,7,0,群体A
U00017426,2027.15,11,0,7,42,1,5,123,0.0,7,1,群体B
U00017427,530.16,29,0,1,24,1,5,488,1.0,1,0,群体A
U00017428,2229.35,10,0,5,34,0,4,640,1.0,5,1,群体B
U00017429,1973.66,11,2,6,35,0,6,412,1.0,8,1,群体B
U00017430,9523.0,6,0,9,31,0,3,618,1.0,9,3,群体D
U00017431,2185.28,1,1,6,23,0,3,1,1.0,7,1,群体B
U00017432,1857.93,7,0,11,38,1,2,545,0.0,11,1,群体B
U00017433,4257.44,20,0,6,20,1,2,1,1.0,6,0,群体A
U00017434,10322.16,4,0,17,29,0,5,830,0.0,17,3,群体D
U00017435,429.55,5,0,13,39,1,6,664,0.0,13,1,群体B
U00017436,612.41,13,0,2,34,0,3,976,1.0,2,1,群体B
U00017437,1110.22,8,2,14,24,0,1,278,0.0,16,1,群体B
U00017438,838.74,9,0,16,22,0,4,642,0.0,16,1,群体B
U00017439,1241.25,20,0,4,36,1,5,53,0.0,4,0,群体A
U00017440,449.16,46,0,3,40,0,5,237,1.0,3,0,群体A
U00017441,273.53,11,0,8,20,1,3,1096,1.0,8,1,群体B
U00017442,4166.95,3,2,2,29,1,3,681,0.0,4,1,群体B
U00017443,8433.17,2,0,76,33,1,2,623,0.0,76,2,群体C
U00017444,654.81,22,4,35,27,1,4,246,1.0,39,0,群体A
U00017445,2131.12,26,0,9,28,1,5,1065,1.0,9,0,群体A
U00017446,1697.21,8,0,6,34,0,2,730,1.0,6,1,群体B
U00017447,785.83,2,0,15,22,0,5,988,1.0,15,1,群体B
U00017448,1235.09,19,0,1,30,0,5,24,0.0,1,1,群体B
U00017449,2709.86,9,5,10,25,0,3,825,1.0,15,1,群体B
U00017450,2905.53,6,21,18,28,0,5,540,0.0,39,1,群体B
U00017451,2562.89,14,0,32,38,0,1,1,1.0,32,1,群体B
U00017452,2640.4,2,0,30,36,0,1,361,1.0,30,1,群体B
U00017453,5559.16,18,0,30,23,0,4,452,1.0,30,1,群体B
U00017454,6176.75,6,0,20,28,0,5,140,1.0,20,1,群体B
U00017455,4929.19,6,0,3,38,0,5,323,0.0,3,1,群体B
U00017456,511.93,7,2,10,21,0,5,20,1.0,12,1,群体B
U00017457,7763.87,9,0,5,23,0,4,827,0.0,5,3,群体D
U00017458,2162.31,4,0,72,37,1,5,403,0.0,72,2,群体C
U00017459,1328.79,2,0,13,26,0,4,586,1.0,13,1,群体B
U00017460,1892.8,14,0,15,18,0,3,532,0.0,15,1,群体B
U00017461,585.56,10,0,17,32,0,4,469,0.0,17,1,群体B
U00017462,3370.06,4,2,13,28,1,3,921,0.0,15,1,群体B
U00017463,1635.55,8,0,8,34,0,4,363,0.0,8,1,群体B
U00017464,896.72,9,0,34,31,0,6,295,1.0,34,1,群体B
U00017465,1263.29,7,0,25,32,1,3,1026,0.0,25,1,群体B
U00017466,648.42,19,0,11,22,1,5,902,0.0,11,1,群体B
U00017467,502.68,5,0,13,34,0,6,495,1.0,13,1,群体B
U00017468,2175.44,14,0,2,44,0,4,348,0.0,2,1,群体B
U00017469,2190.3,14,1,6,20,0,5,450,0.0,7,1,群体B
U00017470,958.4,11,0,5,21,1,5,359,0.0,5,1,群体B
U00017471,2526.21,10,0,5,34,1,4,659,1.0,5,1,群体B
U00017472,1473.93,11,0,16,27,1,4,352,0.0,16,1,群体B
U00017473,2307.29,3,0,4,20,0,3,611,0.0,4,1,群体B
U00017474,4752.07,5,0,2,19,0,4,1108,1.0,2,1,群体B
U00017475,1571.38,14,0,6,50,0,1,803,0.0,6,1,群体B
U00017476,1992.51,7,0,16,18,1,4,701,0.0,16,1,群体B
U00017477,493.56,1,0,73,18,0,4,976,0.0,73,2,群体C
U00017478,1234.9,22,0,4,31,1,4,1,0.0,4,0,群体A
U00017479,1084.74,32,0,1,19,0,3,447,0.0,1,0,群体A
U00017480,1192.68,17,0,7,28,1,4,592,0.0,7,1,群体B
U00017481,1611.92,37,1,16,18,0,4,617,1.0,17,0,群体A
U00017482,743.39,9,0,31,25,1,3,1,0.0,31,1,群体B
U00017483,3768.77,5,3,3,24,0,4,510,1.0,6,1,群体B
U00017484,419.55,6,0,20,21,1,2,861,0.0,20,1,群体B
U00017485,3515.37,8,0,22,28,0,5,192,0.0,22,1,群体B
U00017486,3365.43,10,3,11,22,0,4,318,0.0,14,1,群体B
U00017487,1692.01,9,0,6,32,1,5,511,1.0,6,1,群体B
U00017488,1906.76,17,0,40,19,0,4,736,0.0,40,1,群体B
U00017489,2659.6,24,0,5,30,0,5,712,0.0,5,0,群体A
U00017490,388.07,3,0,78,32,1,7,451,1.0,78,2,群体C
U00017491,3340.43,30,0,9,32,0,4,927,0.0,9,0,群体A
U00017492,2265.5,5,0,5,37,0,7,138,0.0,5,1,群体B
U00017493,5274.69,1,0,1,18,0,5,482,1.0,1,1,群体B
U00017494,829.43,16,0,7,18,0,5,950,0.0,7,1,群体B
U00017495,5194.14,9,0,12,18,1,6,423,0.0,12,1,群体B
U00017496,6531.55,4,1,32,30,0,6,1089,0.0,33,3,群体D
U00017497,1878.44,8,0,9,19,1,4,201,1.0,9,1,群体B
U00017498,5605.1,8,0,13,23,1,3,430,1.0,13,1,群体B
U00017499,15577.48,11,2,6,32,0,2,302,0.0,8,3,群体D
U00017500,1090.86,15,0,73,33,0,5,327,1.0,73,2,群体C
U00017501,1374.31,41,8,117,18,0,4,375,0.0,125,2,群体C
U00017502,1068.33,13,9,32,27,0,4,334,1.0,41,1,群体B
U00017503,5642.58,11,0,5,22,0,5,466,1.0,5,1,群体B
U00017504,1317.46,12,0,14,28,1,5,788,1.0,14,1,群体B
U00017505,3009.72,7,0,75,27,0,2,523,1.0,75,2,群体C
U00017506,2109.2,6,2,4,25,1,3,619,1.0,6,1,群体B
U00017507,833.6,20,0,23,40,1,6,671,1.0,23,0,群体A
U00017508,625.13,6,1,32,29,0,2,655,0.0,33,1,群体B
U00017509,865.07,7,1,32,22,1,6,859,1.0,33,1,群体B
U00017510,734.8,5,0,5,24,1,4,1,1.0,5,1,群体B
U00017511,4709.9,6,0,14,18,0,2,1048,1.0,14,1,群体B
U00017512,4038.37,4,0,3,18,1,2,660,0.0,3,1,群体B
U00017513,3340.37,22,0,20,23,0,1,403,0.0,20,0,群体A
U00017514,2725.41,12,1,8,29,0,4,444,0.0,9,1,群体B
U00017515,1746.14,50,0,14,36,1,1,1022,1.0,14,0,群体A
U00017516,1385.39,7,0,16,18,0,6,705,0.0,16,1,群体B
U00017517,5148.09,10,2,16,31,0,2,332,1.0,18,1,群体B
U00017518,347.83,10,0,24,40,0,1,951,0.0,24,1,群体B
U00017519,4446.31,2,0,8,37,1,4,673,1.0,8,1,群体B
U00017520,1054.25,23,0,1,32,0,3,454,1.0,1,0,群体A
U00017521,307.05,10,0,3,18,1,3,724,0.0,3,1,群体B
U00017522,5321.07,8,0,11,22,0,1,466,0.0,11,1,群体B
U00017523,4899.66,9,0,71,33,1,4,331,0.0,71,2,群体C
U00017524,3261.75,4,0,42,31,0,6,696,1.0,42,1,群体B
U00017525,272.86,3,0,12,31,0,6,762,0.0,12,1,群体B
U00017526,12504.15,2,0,10,33,0,3,778,0.0,10,3,群体D
U00017527,2671.64,13,0,12,24,0,5,705,0.0,12,1,群体B
U00017528,3152.45,18,0,13,23,1,5,400,1.0,13,1,群体B
U00017529,3353.2,6,0,12,59,1,2,348,1.0,12,1,群体B
U00017530,2385.15,5,0,59,28,0,4,953,0.0,59,2,群体C
U00017531,815.43,6,6,7,37,0,5,187,1.0,13,1,群体B
U00017532,2641.41,2,5,7,26,1,4,402,1.0,12,1,群体B
U00017533,2369.42,5,0,13,29,0,4,1101,1.0,13,1,群体B
U00017534,4236.75,11,0,4,24,1,4,112,0.0,4,1,群体B
U00017535,1723.87,10,0,13,27,1,1,392,0.0,13,1,群体B
U00017536,8158.94,3,0,19,18,0,3,436,0.0,19,3,群体D
U00017537,3939.76,8,0,7,34,0,5,401,0.0,7,1,群体B
U00017538,913.84,15,3,15,53,0,3,829,0.0,18,1,群体B
U00017539,139.18,16,0,8,28,1,3,829,1.0,8,1,群体B
U00017540,1461.92,6,0,5,18,0,5,286,1.0,5,1,群体B
U00017541,1807.28,24,0,9,20,0,6,432,1.0,9,0,群体A
U00017542,743.43,5,1,5,39,0,3,819,1.0,6,1,群体B
U00017543,2030.91,12,0,2,18,1,1,1012,0.0,2,1,群体B
U00017544,3336.15,22,0,54,30,1,2,927,0.0,54,0,群体A
U00017545,2891.24,38,2,63,36,1,4,1002,1.0,65,0,群体A
U00017546,1138.52,21,0,14,31,0,4,874,0.0,14,0,群体A
U00017547,1171.02,9,0,22,18,0,1,741,0.0,22,1,群体B
U00017548,1191.47,9,0,14,22,1,4,586,1.0,14,1,群体B
U00017549,4520.87,7,0,12,35,0,3,353,1.0,12,1,群体B
U00017550,898.01,26,0,2,19,0,5,291,1.0,2,0,群体A
U00017551,6824.83,26,0,30,30,1,4,1257,1.0,30,0,群体A
U00017552,544.83,13,1,18,19,0,4,254,0.0,19,1,群体B
U00017553,20665.83,4,0,4,32,0,4,308,1.0,4,3,群体D
U00017554,4205.41,12,0,34,28,0,2,704,0.0,34,1,群体B
U00017555,2039.8,13,0,9,29,1,4,243,0.0,9,1,群体B
U00017556,699.75,13,0,16,21,0,4,225,0.0,16,1,群体B
U00017557,14085.69,10,1,11,19,0,4,824,1.0,12,3,群体D
U00017558,1041.65,12,0,2,18,0,6,211,0.0,2,1,群体B
U00017559,13289.21,13,0,6,21,0,2,848,1.0,6,3,群体D
U00017560,1587.0,7,0,38,23,1,4,400,0.0,38,1,群体B
U00017561,2144.75,27,1,40,30,1,7,1,1.0,41,0,群体A
U00017562,1166.8,21,0,11,18,1,6,670,0.0,11,0,群体A
U00017563,1016.2,17,0,50,40,1,7,168,1.0,50,1,群体B
U00017564,2405.94,6,0,6,21,0,7,338,1.0,6,1,群体B
U00017565,2148.97,4,0,10,23,0,4,945,1.0,10,1,群体B
U00017566,487.8,4,0,3,31,0,6,255,0.0,3,1,群体B
U00017567,1433.63,1,0,7,24,0,5,387,0.0,7,1,群体B
U00017568,2547.25,18,1,4,31,1,2,968,0.0,5,1,群体B
U00017569,623.1,9,0,21,21,1,5,443,0.0,21,1,群体B
U00017570,4630.73,10,0,15,21,1,5,947,1.0,15,1,群体B
U00017571,473.58,6,0,9,24,0,1,810,1.0,9,1,群体B
U00017572,2014.21,8,0,1,22,1,4,400,0.0,1,1,群体B
U00017573,1425.87,6,1,15,28,1,3,428,1.0,16,1,群体B
U00017574,17043.29,16,0,18,36,1,4,855,1.0,18,3,群体D
U00017575,1008.27,4,0,58,18,1,2,839,0.0,58,2,群体C
U00017576,1493.07,7,0,11,35,1,3,455,0.0,11,1,群体B
U00017577,460.5,7,0,2,29,0,3,979,1.0,2,1,群体B
U00017578,3009.54,7,0,3,38,0,3,923,1.0,3,1,群体B
U00017579,747.65,23,2,20,29,0,4,493,1.0,22,0,群体A
U00017580,932.5,12,0,4,31,1,5,641,1.0,4,1,群体B
U00017581,1833.21,1,0,5,18,0,3,1,0.0,5,1,群体B
U00017582,407.71,16,0,12,37,1,6,554,1.0,12,1,群体B
U00017583,1283.88,20,0,14,18,0,5,1,1.0,14,0,群体A
U00017584,6919.23,10,0,10,25,0,2,1191,0.0,10,3,群体D
U00017585,3200.63,4,5,12,42,0,6,654,1.0,17,1,群体B
U00017586,2087.64,8,0,7,32,0,5,1,1.0,7,1,群体B
U00017587,710.88,12,2,3,22,0,4,1,1.0,5,1,群体B
U00017588,9147.83,37,1,7,25,1,3,389,1.0,8,0,群体A
U00017589,13299.99,5,0,5,31,0,5,226,0.0,5,3,群体D
U00017590,759.46,4,11,5,35,0,3,486,1.0,16,1,群体B
U00017591,998.77,2,0,9,18,0,4,380,0.0,9,1,群体B
U00017592,3505.35,26,0,22,33,0,4,240,0.0,22,0,群体A
U00017593,199.45,8,0,3,25,0,4,856,1.0,3,1,群体B
U00017594,1408.95,2,0,8,18,0,4,239,0.0,8,1,群体B
U00017595,1824.58,18,0,2,33,1,6,4,0.0,2,1,群体B
U00017596,2466.8,12,0,7,21,1,3,800,1.0,7,1,群体B
U00017597,4064.44,8,0,14,18,0,5,635,1.0,14,1,群体B
U00017598,919.08,6,1,4,27,1,2,249,0.0,5,1,群体B
U00017599,3814.6,25,0,9,28,0,2,626,1.0,9,0,群体A
U00017600,32664.18,32,0,12,25,1,4,470,0.0,12,3,群体D
U00017601,252.75,4,0,2,18,1,6,885,0.0,2,1,群体B
U00017602,1202.44,16,0,13,40,1,2,1021,0.0,13,1,群体B
U00017603,3391.51,15,0,62,33,0,6,903,1.0,62,2,群体C
U00017604,1351.91,31,0,13,31,0,2,699,1.0,13,0,群体A
U00017605,3560.9,15,2,12,19,1,4,344,1.0,14,1,群体B
U00017606,1641.87,13,0,2,22,1,2,85,0.0,2,1,群体B
U00017607,10519.27,16,0,26,18,1,7,404,0.0,26,3,群体D
U00017608,4104.85,41,0,7,24,0,7,134,1.0,7,0,群体A
U00017609,1259.11,22,2,21,18,0,3,532,0.0,23,0,群体A
U00017610,1358.09,10,0,7,21,0,4,828,1.0,7,1,群体B
U00017611,5730.29,7,0,16,46,0,4,171,1.0,16,1,群体B
U00017612,2206.06,5,0,1,48,0,6,423,1.0,1,1,群体B
U00017613,2298.14,4,0,74,26,0,4,884,0.0,74,2,群体C
U00017614,1597.57,7,0,10,23,1,6,282,0.0,10,1,群体B
U00017615,838.73,10,0,9,34,0,2,421,0.0,9,1,群体B
U00017616,4382.12,10,0,5,24,0,5,855,0.0,5,1,群体B
U00017617,1341.14,8,0,10,36,0,4,610,1.0,10,1,群体B
U00017618,744.95,6,0,94,29,0,4,582,1.0,94,2,群体C
U00017619,1919.23,14,0,32,38,1,4,254,1.0,32,1,群体B
U00017620,10081.95,8,0,28,38,1,4,554,0.0,28,3,群体D
U00017621,1853.09,16,0,12,21,1,4,251,0.0,12,1,群体B
U00017622,1143.17,5,1,14,24,1,6,722,1.0,15,1,群体B
U00017623,8900.28,14,0,10,29,0,5,1038,0.0,10,3,群体D
U00017624,2435.1,4,0,5,41,0,4,180,1.0,5,1,群体B
U00017625,2331.6,23,0,134,40,0,5,51,0.0,134,2,群体C
U00017626,5088.42,5,5,49,27,0,4,516,0.0,54,1,群体B
U00017627,2341.76,26,0,16,25,1,4,1383,0.0,16,0,群体A
U00017628,996.99,50,0,4,32,0,4,277,0.0,4,0,群体A
U00017629,1866.59,22,0,2,29,0,5,160,0.0,2,0,群体A
U00017630,367.99,31,0,8,31,0,1,1011,0.0,8,0,群体A
U00017631,357.15,3,0,46,28,1,5,573,1.0,46,1,群体B
U00017632,805.31,4,2,3,18,0,4,1,0.0,5,1,群体B
U00017633,3223.95,21,1,23,28,0,1,374,1.0,24,0,群体A
U00017634,9142.91,7,0,231,26,1,4,974,1.0,231,2,群体C
U00017635,2327.76,5,2,25,26,0,1,499,0.0,27,1,群体B
U00017636,1726.18,5,1,43,30,0,5,247,1.0,44,1,群体B
U00017637,1856.42,10,0,10,18,0,4,831,0.0,10,1,群体B
U00017638,2652.88,11,2,26,31,0,1,610,1.0,28,1,群体B
U00017639,577.96,21,0,23,22,1,3,808,0.0,23,0,群体A
U00017640,2635.15,7,0,3,18,0,4,335,1.0,3,1,群体B
U00017641,654.06,7,1,18,32,0,3,528,0.0,19,1,群体B
U00017642,3067.04,8,0,7,31,1,5,166,1.0,7,1,群体B
U00017643,1350.29,7,0,20,18,0,5,846,1.0,20,1,群体B
U00017644,390.98,2,0,5,18,0,6,757,1.0,5,1,群体B
U00017645,2548.0,4,0,5,18,0,2,39,0.0,5,1,群体B
U00017646,2449.96,9,0,27,18,1,5,1,0.0,27,1,群体B
U00017647,3597.45,7,0,15,22,0,4,13,0.0,15,1,群体B
U00017648,6049.55,8,0,5,32,0,4,204,0.0,5,1,群体B
U00017649,896.69,7,0,9,32,1,6,160,1.0,9,1,群体B
U00017650,1717.62,4,0,16,23,1,5,735,0.0,16,1,群体B
U00017651,2777.59,11,1,55,18,1,6,1,0.0,56,2,群体C
U00017652,4527.31,43,1,4,29,0,3,386,1.0,5,0,群体A
U00017653,4088.43,2,0,20,31,1,5,439,0.0,20,1,群体B
U00017654,2953.84,7,0,2,21,1,5,777,1.0,2,1,群体B
U00017655,1945.01,17,0,87,18,1,6,243,1.0,87,2,群体C
U00017656,215.68,2,0,4,27,0,3,501,1.0,4,1,群体B
U00017657,3440.41,8,0,1,19,0,2,704,1.0,1,1,群体B
U00017658,7096.91,22,0,5,18,1,5,763,0.0,5,3,群体D
U00017659,1884.51,10,4,5,18,0,4,784,0.0,9,1,群体B
U00017660,1425.23,31,1,9,20,0,5,952,1.0,10,0,群体A
U00017661,517.23,9,2,5,36,1,2,1,0.0,7,1,群体B
U00017662,6300.67,3,3,8,20,1,4,453,1.0,11,1,群体B
U00017663,744.2,5,0,5,21,1,2,810,0.0,5,1,群体B
U00017664,1821.81,5,0,11,28,0,1,743,0.0,11,1,群体B
U00017665,3750.06,6,0,27,28,1,4,767,0.0,27,1,群体B
U00017666,1219.39,10,1,3,18,1,2,526,0.0,4,1,群体B
U00017667,1495.79,6,0,26,24,0,3,611,1.0,26,1,群体B
U00017668,1541.72,32,0,10,38,1,5,659,1.0,10,0,群体A
U00017669,1131.83,5,0,9,29,1,4,599,0.0,9,1,群体B
U00017670,1441.05,7,1,4,32,0,4,529,0.0,5,1,群体B
U00017671,1320.35,37,0,25,31,1,5,1017,0.0,25,0,群体A
U00017672,2221.68,16,0,125,19,1,6,134,0.0,125,2,群体C
U00017673,1751.64,1,0,58,35,0,4,403,1.0,58,2,群体C
U00017674,1151.59,37,2,6,21,0,3,924,0.0,8,0,群体A
U00017675,2292.11,5,0,73,22,1,4,742,1.0,73,2,群体C
U00017676,1621.47,6,0,13,23,0,3,1280,0.0,13,1,群体B
U00017677,351.7,21,2,7,37,0,4,202,0.0,9,0,群体A
U00017678,3126.76,2,0,4,39,0,4,375,1.0,4,1,群体B
U00017679,782.58,6,0,4,18,1,4,1,0.0,4,1,群体B
U00017680,2057.63,6,0,47,30,1,1,33,0.0,47,1,群体B
U00017681,891.44,22,0,7,18,0,5,417,0.0,7,0,群体A
U00017682,795.28,31,0,27,33,1,5,523,1.0,27,0,群体A
U00017683,1808.28,12,0,39,20,1,3,663,1.0,39,1,群体B
U00017684,905.37,6,1,35,30,0,5,264,0.0,36,1,群体B
U00017685,3369.37,17,0,10,32,0,4,446,0.0,10,1,群体B
U00017686,4926.79,4,0,2,18,1,6,560,0.0,2,1,群体B
U00017687,1715.52,3,0,41,34,1,5,568,0.0,41,1,群体B
U00017688,1024.64,11,28,6,21,0,4,524,0.0,34,1,群体B
U00017689,3332.41,9,0,14,18,1,4,1,0.0,14,1,群体B
U00017690,1516.45,5,0,5,28,0,5,136,1.0,5,1,群体B
U00017691,2474.55,17,0,36,29,1,1,539,1.0,36,1,群体B
U00017692,2542.04,9,0,6,34,0,4,929,0.0,6,1,群体B
U00017693,1781.22,9,18,38,18,1,2,750,1.0,56,2,群体C
U00017694,3348.12,10,0,9,18,1,3,22,0.0,9,1,群体B
U00017695,1174.96,19,1,13,22,0,2,436,1.0,14,1,群体B
U00017696,501.21,4,0,56,24,0,5,975,0.0,56,1,群体B
U00017697,5833.75,12,0,10,18,1,5,538,0.0,10,1,群体B
U00017698,1590.15,2,0,4,19,1,4,826,0.0,4,1,群体B
U00017699,1294.99,9,0,14,23,0,4,1010,0.0,14,1,群体B
U00017700,5636.7,6,1,2,18,1,5,119,1.0,3,1,群体B
U00017701,3516.04,6,0,1,20,0,6,326,0.0,1,1,群体B
U00017702,991.19,4,6,34,31,0,5,468,0.0,40,1,群体B
U00017703,5502.72,2,0,15,36,0,3,1,0.0,15,1,群体B
U00017704,4637.88,12,0,11,18,0,3,1037,1.0,11,1,群体B
U00017705,3355.29,7,0,24,26,1,4,559,1.0,24,1,群体B
U00017706,1913.47,24,0,2,40,1,2,1,0.0,2,0,群体A
U00017707,778.31,16,0,9,32,1,1,246,0.0,9,1,群体B
U00017708,939.81,9,0,11,29,1,4,465,0.0,11,1,群体B
U00017709,2319.35,5,0,11,18,0,2,478,1.0,11,1,群体B
U00017710,6077.85,2,1,8,38,0,7,489,1.0,9,1,群体B
U00017711,17175.2,5,0,2,22,1,7,708,1.0,2,3,群体D
U00017712,1017.55,8,1,29,21,0,1,492,1.0,30,1,群体B
U00017713,6473.68,8,0,11,31,1,4,510,1.0,11,3,群体D
U00017714,7895.42,7,0,22,24,0,3,691,1.0,22,3,群体D
U00017715,2077.27,16,1,15,29,1,3,670,1.0,16,1,群体B
U00017716,2060.11,10,1,10,33,0,1,1033,0.0,11,1,群体B
U00017717,2045.71,9,0,58,32,1,6,692,1.0,58,2,群体C
U00017718,587.58,14,0,21,23,0,2,576,1.0,21,1,群体B
U00017719,5370.24,7,0,18,41,1,2,439,0.0,18,1,群体B
U00017720,1576.99,22,0,33,55,0,4,286,0.0,33,0,群体A
U00017721,407.98,26,0,2,28,0,4,815,0.0,2,0,群体A
U00017722,1555.8,45,0,2,37,1,2,827,0.0,2,0,群体A
U00017723,2924.15,1,2,18,31,1,3,290,0.0,20,1,群体B
U00017724,1120.07,3,0,20,25,0,4,254,1.0,20,1,群体B
U00017725,1335.36,11,0,10,28,0,4,409,0.0,10,1,群体B
U00017726,3751.57,14,0,7,22,0,5,815,0.0,7,1,群体B
U00017727,7988.66,12,0,59,21,0,3,85,0.0,59,3,群体D
U00017728,2853.02,10,0,23,21,0,5,589,0.0,23,1,群体B
U00017729,703.33,6,0,4,29,0,3,592,0.0,4,1,群体B
U00017730,674.57,32,0,5,33,0,7,414,1.0,5,0,群体A
U00017731,5054.4,24,0,16,27,0,3,650,0.0,16,0,群体A
U00017732,996.06,3,0,7,26,1,4,787,1.0,7,1,群体B
U00017733,4571.28,25,0,27,33,1,5,560,1.0,27,0,群体A
U00017734,9126.54,25,0,9,18,0,1,694,1.0,9,3,群体D
U00017735,1990.28,1,2,10,19,1,3,492,0.0,12,1,群体B
U00017736,2374.39,30,0,3,26,0,6,747,0.0,3,0,群体A
U00017737,6336.28,18,0,4,20,0,4,789,1.0,4,3,群体D
U00017738,487.63,19,0,10,36,1,5,672,1.0,10,1,群体B
U00017739,5777.0,12,0,46,18,0,3,656,1.0,46,1,群体B
U00017740,2167.36,7,0,16,22,0,3,359,1.0,16,1,群体B
U00017741,1752.61,17,0,3,23,1,3,646,0.0,3,1,群体B
U00017742,7563.07,14,0,7,30,0,7,525,1.0,7,3,群体D
U00017743,7658.3,22,0,50,23,1,6,1,0.0,50,3,群体D
U00017744,635.34,9,0,3,18,1,1,1,1.0,3,1,群体B
U00017745,1065.98,6,0,2,31,0,2,362,0.0,2,1,群体B
U00017746,1690.84,4,0,4,27,1,5,285,0.0,4,1,群体B
U00017747,1261.99,5,0,2,22,0,6,860,1.0,2,1,群体B
U00017748,2893.39,13,0,6,30,1,5,119,1.0,6,1,群体B
U00017749,1475.49,38,0,5,37,0,5,477,0.0,5,0,群体A
U00017750,3871.81,10,0,2,30,0,3,1125,0.0,2,1,群体B
U00017751,4769.39,16,0,10,24,0,7,560,0.0,10,1,群体B
U00017752,4116.47,21,1,2,30,1,5,1,1.0,3,0,群体A
U00017753,1670.03,33,0,16,18,0,6,304,1.0,16,0,群体A
U00017754,3771.73,2,0,4,26,0,2,1062,1.0,4,1,群体B
U00017755,742.48,33,1,5,27,1,3,376,1.0,6,0,群体A
U00017756,1174.44,12,0,4,21,0,5,535,0.0,4,1,群体B
U00017757,3236.32,15,0,14,40,0,5,382,0.0,14,1,群体B
U00017758,2595.99,15,0,29,23,0,4,465,0.0,29,1,群体B
U00017759,1120.03,11,0,13,31,0,4,628,0.0,13,1,群体B
U00017760,5796.17,7,0,5,26,0,4,150,0.0,5,1,群体B
U00017761,2625.15,13,0,55,18,0,6,501,1.0,55,2,群体C
U00017762,6442.2,12,0,8,18,0,2,957,1.0,8,3,群体D
U00017763,4522.61,12,2,19,22,1,5,410,1.0,21,1,群体B
U00017764,885.73,12,1,6,29,0,5,1,1.0,7,1,群体B
U00017765,2171.4,9,3,14,18,1,6,639,1.0,17,1,群体B
U00017766,1162.13,5,1,18,18,1,6,829,1.0,19,1,群体B
U00017767,5716.79,2,3,20,22,0,5,438,1.0,23,1,群体B
U00017768,9058.44,2,1,34,25,1,3,784,0.0,35,3,群体D
U00017769,1585.5,20,4,3,27,0,4,217,0.0,7,0,群体A
U00017770,4117.27,4,0,2,24,0,4,27,0.0,2,1,群体B
U00017771,5171.11,49,1,5,22,0,3,603,0.0,6,0,群体A
U00017772,3570.29,3,0,39,18,1,5,218,0.0,39,1,群体B
U00017773,2280.69,21,1,12,29,0,4,959,0.0,13,0,群体A
